,index,videoId,title,channelId,channel,description,publication_date,duration,view_count,like_count,comment_count,tags
111,Les ravages du variant P.1 au Brésil : “des jeunes meurent” - Courrier international,qDa-9uS1Ixc,Les ravages du variant P.1 au Brésil : “des jeunes meurent”,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Dans l'État du Rio Grande do Sul, au sud du Brésil, 89% des cas sont dus au variant P.1. Ce mutant apparu à Manaus, en Amazonie, semble plus agressif que la forme traditionnelle du virus. Dans ce reportage traduit et sous-titré par Courrier international, le Wall Street Journal s'est rendu dans plusieurs hôpitaux de la ville de Porto Alegre, où le taux d'occupation des services de réanimation était de 116% début mars.
""Le patient derrière moi a 22 ans, explique le reporter du Wall Street Journal. Ici, à Porto Alegre, de plus en plus de jeunes sont admis en réanimation"".

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2021-03-24T14:09:58Z,PT5M9S,46608,248,226,None
112,"La face sombre de Neom, projet faramineux de MBS en plein désert saoudien - Courrier international",NM558AmtONg,"La face sombre de Neom, projet faramineux de MBS en plein désert saoudien",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Une ville futuriste d’un million d’habitants, sans voitures et décarbonée, d’une superficie équivalente à celle de la Belgique : c’est ainsi que le régime saoudien décrit son projet “Neom”, aussi surnommé “la Ligne”. Cette enquête du Financial Times, traduite et sous titrée par Courrier international, explique ce qui se cache derrière le “projet fétiche” du prince Mohammed Ben Salmane. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2021-03-11T15:16:51Z,PT13M15S,171823,1024,149,None
113,"Perseverance, Tianwen-1 : à la recherche de traces de vie sur Mars - Courrier international",kaj_1BWXcLA,"Perseverance, Tianwen-1 : à la recherche de traces de vie sur Mars",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"“Y a-t-il une vie sur Mars ?” C’est une question que la science se pose “depuis des siècles”, rappelle le Wall Street Journal dans cette vidéo traduite et sous-titrée par Courrier international. Et pour tenter d’y répondre, le rover américain Perseverance doit se poser sur la surface de la planète rouge ce jeudi 18 février à 19h15 (heure française). C’est la toute première fois qu’une mission de la NASA “recherchera expressément la vie sur Mars” depuis les missions Viking 1 et 2 dans les années 1970, explique le journal économique.

Si cet atterrissage est réussi, Perseverance devra observer les alentours avec une caméra “qui ressemble à un oeil de cyclope” mais est en réalité un télescope équipé d’un laser. Deux autres lasers, appelés PIXL et SHERLOC et émettant un rayon “du diamètre d’un cheveu”, devront ensuite analyser une zone au sol de la taille d’un timbre-poste, pour faire une carte de sa composition chimique. Le rover pourra également prélever des morceaux de roche, qui pourront être ramenés sur Terre par une mission retour actuellement préparée par la NASA avec l’Agence spatiale européenne, dont le décollage est prévu pour 2030. 

L’intérêt est surtout d’analyser des “stromatolithes”, formations rocheuses qui pourraient apporter la preuve d’une vie microbienne passée. 

La mission américaine n’est pas la seule à se lancer dans ce que le Wall Street Journal appelle un “safari interplanétaire” : la sonde chinoise Tianwen-1 – dont le nom signifie “questions au ciel 1” – est arrivée en orbite de Mars le 10 février dernier, au lendemain d’Al-Amal, la sonde émiratie. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2021-02-18T15:13:19Z,PT7M16S,3227,39,2,None
114,Démence précoce chez les rugbymen professionnels : “je ne me souviens plus d’avoir joué” - Courrier international,fNVeZPQDWmE,Démence précoce chez les rugbymen professionnels : “je ne me souviens plus d’avoir joué”,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Steve Thompson, “qui a gagné la Coupe du monde de rugby sous les couleurs de l’Angleterre en 2003”, précise le journal, ne se souvient “même pas d’avoir joué”, comme il l’explique dans cette vidéo traduite et sous-titrée par Courrier international : “c’est comme si je regardais jouer un type qui me ressemble”, dit-il en commentant les images d’un match. 

Comme lui, des centaines d’anciens rugbymen progessionnels souffrent de démence précoce, et peut-être même d’encéphalopathie traumatique chronique (ETC), une maladie comparable à Alzheïmer qui provoque des pertes de mémoire, des sautes d’humeur et des troubles de la concentration. Le diagnostic définitif de l’ETC ne peut être établi qu’après le décès.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2021-02-14T14:00:09Z,PT6M52S,1972,66,1,None
115,Cartes sur table | Birmanie : l’impossible démocratisation - Courrier international,jOq_mhHWgtw,Cartes sur table | Birmanie : l’impossible démocratisation,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Depuis le 1er février, le monde entier a les yeux rivés sur la Birmanie, où un coup d’État militaire a mis fin à une transition démocratique longue d’une décennie. Pourquoi ce pays d’Asie du Sud-Est échoue-t-il à s’extirper de la dictature ? Décryptage dans ce nouvel épisode de notre série vidéo “Cartes sur table”. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2021-02-12T16:03:03Z,PT6M1S,4927,121,0,None
116,Une femme filme par mégarde le coup d’État en Birmanie lors d'un cours de fitness - Courrier international,hQMaOnODezI,Une femme filme par mégarde le coup d’État en Birmanie lors d'un cours de fitness,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Une femme a filmé par mégarde le coup d’État en Birmanie, lundi 1er février 2021, en arrière-plan d’un cours de fitness qu’elle filmait en plein air à Naypyidaw, devant le parlement. Le décalage entre les événements dramatiques qui se déroulent en toile de fond et le rythme enjoué de la musique a rapidement rendu la vidéo virale. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2021-02-02T11:49:03Z,PT1M26S,20684,235,39,None
117,Cartes sur table | Comment la Chine persécute les Ouïgours - Courrier international,JQ5pSpK_81c,Cartes sur table | Comment la Chine persécute les Ouïgours,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Depuis 2018 les révélations sur la répression des Ouïgours, minorité chinoise du Xinjiang, se multiplient, mettant au jour l’existence de camps de rééducation dans lesquels plus d’un million d’entre eux seraient enfermés chaque année. Comment ce peuple est-il persécuté par Pékin, et pourquoi le gouvernement chinois a-t-il amorcé un tel virage sécuritaire ? Décryptage dans ce nouvel épisode de Cartes sur table. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2021-01-29T11:52:50Z,PT8M55S,6844,151,93,None
118,Des images inédites du début de la pandémie à Wuhan - Courrier international,e5As4KjncII,Des images inédites du début de la pandémie à Wuhan,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Un an s’est écoulé depuis le début de la pandémie mondiale de Covid-19. Des tous premiers jours de l’épidémie dans cette ville de 11 millions d’habitants, on ne sait que peu de choses. Dans cette vidéo traduite et sous-titrée par Courrier international, la cellule d’investigation d’Al-Jazira dévoile des images inédites filmées par des journalistes chinois à Wuhan, juste avant le confinement de cette ville dont tout est parti. Ce reportage est une version courte d’un documentaire de 50 minutes publié par la chaîne, disponible ici (en anglais) : 
www.youtube.com/watch?v=abeYukTNmj0

Notre numéro sur ""Wuhan : la méthode chinoise"" est disponible ici : https://www.courrierinternational.com/magazine/2021/1578-magazine
Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2021-01-27T14:14:10Z,PT8M3S,8068,85,4,None
119,Vaccin contre le Covid-19 : comment comprendre la défiance des Européens ? - Courrier international,8DBaHlDmPX8,Vaccin contre le Covid-19 : comment comprendre la défiance des Européens ?,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Alors que la vaccination contre le Covid-19 a commencé fin décembre au sein de l’Union européenne, de récents sondages témoignent d’un scepticisme de plus en plus prononcé de la population. Comment comprendre ce phénomène, et que répondre aux inquiétudes des Européens ? Nos réponses en vidéo.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2021-01-15T18:18:58Z,PT6M6S,2470,38,3,None
120,"2021, année de grands bouleversements ? Ce qui pourrait changer (ou non) - Courrier international",6O0dXFdAGtE,"2021, année de grands bouleversements ? Ce qui pourrait changer (ou non)",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Attendue de pied ferme partout dans le monde, l'année 2021 est souvent décrite comme un nouveau départ. Les douze prochains mois seront-ils marqués par de profonds changements de nos sociétés ? Sombrerons-nous un peu plus dans la crise, ou verrons-nous au contraire une reprise de nos économies ? L'Occident sera-t-il mieux préparé aux défis de la pandémie ? Qu'en est-il de l'exode urbain parfois prédit après les confinements, ou encore de la ""révolution verte"" espérée par les dirigeants ? Dans une vidéo traduite et sous-titrée par Courrier international, le data-journaliste du Financial Times s'appuie sur un important faisceau de données pour y voir plus clair, et tenter de déterminer ce qui pourrait réellement changer au cours de cette nouvelle année qui commence.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-12-31T15:55:05Z,PT7M36S,3844,61,3,None
121,L'amour dans les langues étrangères 💕(3/3) : ruptures et peines de cœur - Courrier international,rMg5dr5ZuLM,L'amour dans les langues étrangères 💕(3/3) : ruptures et peines de cœur,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Prendre un rateau, se faire poser un lapin, avoir le cœur en mille morceaux... La langue française regorge de mots et expressions pour dire les peines de cœur. Mais comment décrit-on le mal d’amour dans les langues étrangères ? Partout dans le monde, les ruptures et le chagrin d’amour ont donné lieu à un vocabulaire très riche, souvent un peu moqueur, ou parfois un tantinet mélodramatique. 

Pour accompagner notre numéro de fin d’année sur l’amour, en kiosques pour trois semaines du 17 décembre au 6 janvier, nous vous proposons une série de vidéos intitulée “L’amour dans les langues étrangères”. Les mots ont été rassemblés avec l’aide du bureau des traductions de Courrier international. Chacun d’entre eux est prononcé par une locutrice ou un locuteur de la langue citée, que nous remercions chaleureusement pour leur contribution. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-12-30T08:00:10Z,PT3M8S,1205,41,2,None
122,L'amour dans les langues étrangères 💕 (2/3) : être amoureux - Courrier international,Go7y7qAnptw,L'amour dans les langues étrangères 💕 (2/3) : être amoureux,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Être amoureux, un sentiment indescriptible ? Il existe pourtant, dans toutes les langues du monde, une infinité de mots et expressions pour décrire cette drôle de maladie. Découvrez un échantillon  – choisi avec amour – du vocabulaire employé en danois, en arabe, en chinois ou encore en farsi pour décrire le sentiment amoureux. 

Pour accompagner notre numéro de fin d’année sur l’amour, en kiosques pour trois semaines du 17 décembre au 6 janvier, nous vous proposons une série de vidéos intitulée “L’amour dans les langues étrangères”. Les mots ont été rassemblés avec l’aide du bureau des traductions de Courrier international. Chacun d’entre eux est prononcé par une locutrice ou un locuteur de la langue citée, que nous remercions chaleureusement pour leur contribution. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-12-23T08:00:04Z,PT3M10S,2355,75,3,None
123,"🎨2020 en cartoons : surtout, ne pas oublier de dessiner les masques ! - Courrier international",vIxu9mq1GIU,"🎨2020 en cartoons : surtout, ne pas oublier de dessiner les masques !",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Le moins qu'on puisse dire, c'est que l'année 2020 a été mouvementée. Comment les dessinateurs de presse, aux premières loges de l'actualité, ont-ils (sur)vécu à ces douze derniers mois ? Comment réagir lorsqu'une actualité prend toute la place, effaçant les autres événements ? Et surtout, comment dessiner les règles de distanciation physique, pour ne pas se faire taper sur les doigts par les lecteurs ? Le dessinateur québécois André-Philippe Côté, qui travaille pour le journal Le Soleil et collabore régulièrement avec Courrier international, nous raconte son année 2020, dessins à l'appui.

Retrouvez, en complément de notre numéro de fin d'année sur l'amour, en vente jusqu'au 6 janvier 2021, un supplément ""2020 en cartoons"", une sélection de dessins sur l'année qui vient de s'écouler : https://www.courrierinternational.com/magazine/2020/1572-73-74-supplement

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-12-18T09:39:08Z,PT5M52S,1411,39,1,None
124,"Poutine : si le FSB avait voulu empoisonner Navalny, ""il serait allé jusqu'au bout"" - Courrier international",sQCyb_nAQIE,"Poutine : si le FSB avait voulu empoisonner Navalny, ""il serait allé jusqu'au bout""",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Lors de sa conférence de presse annuelle, ce jeudi 17 décembre, le président russe, Vladimir Poutine, a nié l’implication du Kremlin dans l’empoisonnement de l’opposant Alexeï Navalny. Si les services secrets russes avaient participé à cette tentative d’assassinat, affirme sans ambages le chef d’État, il serait allé “jusqu’au bout”. La phrase laisse entendre que le dissident serait mort si Moscou l'avait voulu. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-12-17T15:02:09Z,PT37S,10590,89,32,None
125,L’amour dans les langues étrangères 💕(1/3) : les surnoms affectueux - Courrier international,KtTNO-23HM8,L’amour dans les langues étrangères 💕(1/3) : les surnoms affectueux,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Pour terminer en douceur cette difficile année 2020, Courrier international vous propose de parler d’amour. Son langage est-il universel ? Il existe, en tout cas, une infinité de mots et expressions autour du globe pour dire cette drôle de maladie.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-12-16T08:45:00Z,PT4M3S,8055,169,2,None
126,"Cartes sur table | Qu’est-ce que c’est, au juste, le Royaume-Uni ? - Courrier international",dCJEOkTzR_E,"Cartes sur table | Qu’est-ce que c’est, au juste, le Royaume-Uni ?",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Depuis le Brexit, les velléités d’indépendance au sein du Royaume-Uni ont gagné en intensité. Pour les comprendre, il faut revenir à la formation cet État constitué de plusieurs nations. Qu’est-ce que c’est, au juste, le Royaume-Uni? Décryptage dans ce nouvel épisode de notre série Cartes sur table.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-12-11T10:39:24Z,PT6M1S,7857,168,10,None
127,Cartes sur table | Les racines de la guerre civile en Éthiopie - Courrier international,1fbEkPaNF3E,Cartes sur table | Les racines de la guerre civile en Éthiopie,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Jeudi 26 novembre, le gouvernement éthiopien a ordonné à l’armée de mener “l’offensive finale” contre la région dissidente du Tigré, au nord du pays. Pourquoi ce pays d’Afrique de l’Est, pourtant salué depuis deux ans pour ses efforts de paix, est-t-il plongé dans la guerre civile ? Décryptage dans ce nouvel épisode de notre série Cartes sur table. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-11-27T13:55:15Z,PT4M56S,40922,412,72,None
128,"Malgré le Covid-19, les aéroports américains bondés à l’approche de Thanksgiving - Courrier international",_taoZKQZltc,"Malgré le Covid-19, les aéroports américains bondés à l’approche de Thanksgiving",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Malgré les recommandations des autorités, qui exhortaient les Américains à changer leurs plans cette année pour la fête de Thanksgiving en raison de la deuxième vague de Covid-19, des millions de personnes ont maintenu leurs déplacement à l'approche de cette fête, célébrée jeudi 26 novembre, surchargeant les aéroports à travers le pays. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-11-24T13:24:59Z,PT1M,592,11,1,None
129,"Joe Biden et Kamala Harris, l’éternel revenant et la pionnière - Courrier international",9heHSWNp_sg,"Joe Biden et Kamala Harris, l’éternel revenant et la pionnière",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Joe Biden et Kamala Harris, vainqueurs de l’élection présidentielle américaine, reprendront les rênes de la Maison-Blanche le 20 janvier prochain. Comment le “petit gars de Scranton”, en Pennsylvanie, et la Californienne d’origine indo-américaine sont-ils arrivés jusque-là ? Quelles similitudes – et quelles différences – existent dans leurs parcours ? Notre portrait croisé en vidéo. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-11-13T16:14:31Z,PT5M3S,2313,39,9,None
130,"L’élection américaine s’éternise, les talk-shows préfèrent en rire - Courrier international",T4GK0aU_taM,"L’élection américaine s’éternise, les talk-shows préfèrent en rire",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Bien que Donald Trump considère avoir gagné l’élection, le nom du prochain président des États-Unis n'est toujours pas connu jeudi 5 novembre, deux jours après le vote. Les présentateurs de talk-shows américains tournent en dérision cette élection interminable. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-11-05T17:59:54Z,PT3M49S,3620,71,7,None
131,"""Au cœur de la vague” : le printemps ""le plus étrange de l'humanité"" raconté en BD - Courrier international",l5nvldav3hw,"""Au cœur de la vague” : le printemps ""le plus étrange de l'humanité"" raconté en BD",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Le dessinateur suisse Patrick Chappatte a enfilé sa casquette de reporter pour raconter, dans son livre Au cœur de la vague, en librairie le 4 novembre, l’impact du Covid-19 sur nos sociétés. Alors que l’Europe fait aujourd’hui face à une deuxième vague de contaminations, rencontre avec l’auteur de ce “reportage dessiné”.

Pour tenter de gagner un exemplaire de la bande dessinée, participez à notre jeu concours en cliquant sur ce lien : https://www.courrierinternational.com/club-courrier-au-coeur-de-la-vague",2020-10-29T17:32:09Z,PT4M57S,899,20,0,None
132,"Les temps forts du dernier débat Trump-Biden, plus civilisé que le premier - Courrier international",8EH5Gu4VykQ,"Les temps forts du dernier débat Trump-Biden, plus civilisé que le premier",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Jeudi 22 octobre au soir, Joe Biden et Donald Trump, se sont affrontés dans un ultime débat : si celui-ci s’est révélé moins chaotique que le précédent, il a une nouvelle fois montré les visions diamétralement opposées des deux candidats, notamment sur la crise sanitaire et la question raciale. Notre résumé en vidéo.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre hors-série ""Les fractures de l'Amérique"", actuellement en vente : https://bit.ly/3nyUjJB",2020-10-23T08:01:48Z,PT3M56S,8931,109,16,None
133,Cartes sur table | Peur sur le Mékong : pourquoi ce fleuve vital est en péril - Courrier international,h4bRK6IKM6w,Cartes sur table | Peur sur le Mékong : pourquoi ce fleuve vital est en péril,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Véritable garde-manger de l’Asie du Sud-Est, le Mékong est essentiel pour les dizaines de millions de personnes qui vivent sur ses berges. Mais son niveau est au plus bas ces dernières années, ce qui provoque une cascade de réactions préoccupantes. Pourquoi ce fleuve est-il en danger ? Décryptage dans le nouvel épisode de notre série “Cartes sur table”.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre hors-série ""Les fractures de l'Amérique"", actuellement en vente : https://bit.ly/3nyUjJB",2020-10-16T09:21:43Z,PT4M36S,7955,204,6,None
134,Diffusion en direct de Courrier international - Courrier international,l6SlwVrzodE,Diffusion en direct de Courrier international,UC7xph2qAEotmyUPJbFVI95w,Courrier international,,2020-10-15T12:33:07Z,P0D,0,0,0,None
135,"Fermes sur les toits, fraises en conteneurs : en France, une “révolution agricole” est en cours - Courrier international",gQ_DZt2Qa6A,"Fermes sur les toits, fraises en conteneurs : en France, une “révolution agricole” est en cours",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Produire des fruits et légumes en utilisant seulement 10% de l’eau habituellement requise, ou encore planter sans labourer les sols, c’est possible : dans l’Hexagone, premier pays agricole d’Europe, les exploitations innovantes essaiment un peu partout. Reportage du Financial Times dans trois fermes au fonctionnement novateur - traduit et sous-titré par Courrier international.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre hors-série ""Les fractures de l'Amérique"", actuellement en vente : https://bit.ly/3nyUjJB",2020-10-14T10:07:15Z,PT6M13S,1248,45,6,None
136,L’attitude de Trump à l’égard du Covid-19 moquée par les talk-shows - Courrier international,ktHFf0OkLMQ,L’attitude de Trump à l’égard du Covid-19 moquée par les talk-shows,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Testé positif au Covid-19 et hospitalisé le 2 octobre, Donald Trump a minimisé la gravité du virus dès sa sortie de l’hôpital. L’attitude du locataire de la Maison-Blanche, déjà très critiqué pour sa gestion de la crise sanitaire, n’a pas échappé à l’œil sarcastique des présentateurs de talk shows américains, qui s’en sont donné à cœur joie. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre hors-série ""Les fractures de l'Amérique"", actuellement en vente : https://bit.ly/3nyUjJB",2020-10-07T14:23:30Z,PT3M16S,19083,256,139,None
137,Cartes sur table | Tout comprendre au conflit qui fait rage entre l’Arménie et l’Azerbaïdjan - Courrier international,twgZ3m5Ay3A,Cartes sur table | Tout comprendre au conflit qui fait rage entre l’Arménie et l’Azerbaïdjan,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Depuis le 27 septembre, le sud du Caucase est le théâtre d’une guerre ouverte entre l’Arménie et l’Azerbaïdjan, qui se disputent la région montagneuse du Haut-Karabakh. Quelles sont les racines de ce conflit qui fait rage aux portes de l’Europe ? Notre décryptage en cartes animées. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre Atlas de l'Eau, actuellement en vente : https://bit.ly/34NmY6m",2020-10-05T14:28:30Z,PT4M19S,34516,482,72,None
138,"Opinion | Après la pandémie, pourrons-nous reconquérir nos libertés ? - Courrier international",csWAoIdAHzQ,"Opinion | Après la pandémie, pourrons-nous reconquérir nos libertés ?",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Fermeture totale ou partielle des bars et restaurants, rassemblements limités... En France, au Royaume-Uni et dans bien d’autres États, le rebond de la pandémie de Covid-19 a poussé les gouvernements à durcir les restrictions. Quand retrouverons-nous nos libertés ? Cette question préoccupe l’auteur suédois Johan Norberg. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre Atlas de l'Eau, actuellement en vente : https://bit.ly/34NmY6m",2020-09-30T13:00:14Z,PT4M49S,1014,47,6,None
139,“Vous allez la fermer ?” : les temps fort du premier débat télévisé entre Trump et Biden - Courrier international,gOOcmn6Fk5s,“Vous allez la fermer ?” : les temps fort du premier débat télévisé entre Trump et Biden,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Mardi 29 septembre au soir à Cleveland, s’est tenu le premier débat télévisé entre le président sortant Donald Trump et son adversaire démocrate, Joe Biden. Les 90 minutes d’échanges ont été émaillées de nombreuses insultes et attaques personnelles.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre Atlas de l'Eau, actuellement en vente : https://bit.ly/34NmY6m",2020-09-30T06:37:54Z,PT1M44S,16054,133,77,None
140,Cartes sur table | Pourquoi la Californie n’en finit plus de brûler - Courrier international,Ud9ZObUcrsw,Cartes sur table | Pourquoi la Californie n’en finit plus de brûler,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Les incendies qui se déchaînent depuis plusieurs mois sur la côte ouest des États-Unis sont les pires depuis 1932, date à laquelle les données ont commencé à être relevées. À quoi sont dus ces “mégafeux”, et pourquoi leur intensité connaît une évolution critique ? Décryptage en cartes animées. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre Atlas de l'Eau, actuellement en vente : https://bit.ly/34NmY6m",2020-09-17T15:44:00Z,PT3M35S,5767,89,18,None
141,"Cartes sur table | Aux États-Unis, la pagaille annoncée du vote par correspondance - Courrier international",-OWqWpKGX80,"Cartes sur table | Aux États-Unis, la pagaille annoncée du vote par correspondance",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Mardi 3 novembre 2020, les citoyens américains élisent leur prochain président. Mais en raison de la pandémie de Covid-19, quelque 76% d’entre eux pourront choisir de voter par correspondance plutôt que de se rendre aux urnes : une configuration inédite dans l’histoire des États-Unis, qui divise les démocrates et les républicains. Les premiers, favorables à la généralisation du vote par correspondance, ont demandé une augmentation du budget alloué aux services postaux afin de faire face à cet afflux de bulletins envoyés par courrier. Le président Donald Trump, quant à lui, a rejeté la requête : il est farouchement opposé au vote par correspondance, vecteur selon lui d’une “fraude colossale”, quand bien même de nombreuses études prouvent le contraire. Notre décryptage en cartes animées.

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre Atlas de l'Eau, actuellement en vente : https://bit.ly/34NmY6m",2020-09-11T14:01:15Z,PT4M16S,11720,141,36,None
142,"L’attentat de Charlie Hebdo, “un cauchemar qui dure toujours” pour les dessinateurs - Courrier international",vJHpZTE3PiA,"L’attentat de Charlie Hebdo, “un cauchemar qui dure toujours” pour les dessinateurs",UC7xph2qAEotmyUPJbFVI95w,Courrier international,"Alors que s’ouvre ce mardi 2 septembre le procès des attentats de janvier 2015, trois dessinateurs de presse reviennent sur le traumatisme de l’attaque de Charlie Hebdo, et dressent un état des lieux inquiet de la liberté d’expression, cinq ans après le drame. Censures politiques et religieuses, “morale” sur les réseaux sociaux, contraintes économiques : Chappatte, Bénédicte et Willis racontent les difficultés de leur profession. 

Consultez notre site : https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg",2020-09-02T11:07:58Z,PT7M47S,2984,44,13,None
143,Cartes sur table | Pourquoi la Grèce et la Turquie se déchirent en Méditerranée - Courrier international,iws7rcYdz78,Cartes sur table | Pourquoi la Grèce et la Turquie se déchirent en Méditerranée,UC7xph2qAEotmyUPJbFVI95w,Courrier international,"La Turquie a envoyé le 10 août un navire de recherche sismique, l'Oruç Reis, dans les eaux territoriales grecques. Accompagné d'une flottille militaire, ce navire turque navigue à quelques mille nautiques d'importants gisements d'hydrocarbures récemment découverts par des compagnies pétrolières. Si la recherche de ressources motive probablement l'incursion turque, elle ravive aussi un conflit épineux entre les deux États. Explications en cartes animées. 

Consultez notre site: https://www.courrierinternational.com/
Abonnez-vous à notre chaîne YouTube : https://bit.ly/2yBTRBg
Découvrez notre Atlas de l'Eau, actuellement en vente : https://bit.ly/34NmY6m",2020-08-28T10:34:26Z,PT3M56S,37250,358,390,None
