start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-01-08 02:05:00+01:00,2023-01-08 06:30:00+01:00,2023-01-08 00:00:00+01:00,265,1.3914413231819376,TF1,Programmes de la nuit,,,Retrouvez tous vos programmes de nuit.,programme indéterminé,autre
2023-01-08 06:30:00+01:00,2023-01-08 10:05:00+01:00,2023-01-08 00:00:00+01:00,215,1.1289052244683644,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-01-08 10:05:00+01:00,2023-01-08 10:55:00+01:00,2023-01-08 00:00:00+01:00,50,0.26253609871357314,TF1,Automoto,,,,sports mécaniques,sport
2023-01-08 10:55:00+01:00,2023-01-08 11:00:00+01:00,2023-01-08 00:00:00+01:00,5,0.026253609871357313,TF1,La grande odyssée,,,,sport : course de chiens de traîneau,
2023-01-08 11:00:00+01:00,2023-01-08 11:50:00+01:00,2023-01-08 00:00:00+01:00,50,0.26253609871357314,TF1,Téléfoot,,,,sport : football,sport
2023-01-08 11:50:00+01:00,2023-01-08 12:55:00+01:00,2023-01-08 00:00:00+01:00,65,0.3412969283276451,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-01-08 12:55:00+01:00,2023-01-08 13:00:00+01:00,2023-01-08 00:00:00+01:00,5,0.026253609871357313,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-01-08 13:00:00+01:00,2023-01-08 13:40:00+01:00,2023-01-08 00:00:00+01:00,40,0.2100288789708585,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-01-08 13:40:00+01:00,2023-01-08 14:45:00+01:00,2023-01-08 00:00:00+01:00,65,0.3412969283276451,TF1,Reportages découverte,"Disparues de l'Yonne, autopsie d'un scandale : Les oubliées de la Ddass",,"On l'appelle ""L'affaire des disparues de l'Yonne"" ou ""L'affaire Emile Louis"". C'est l'une des plus grandes affaires judiciaires que la France ait connues. Une saga avec de multiples rebondissements à laquelle ""Reportages découverte"" consacre trois épisodes. Les équipes ont pu reconstituer ce fait divers hors du commun et en relever de nombreuses zones d'ombres.",magazine de reportages,magazine
2023-01-08 14:45:00+01:00,2023-01-08 16:10:00+01:00,2023-01-08 00:00:00+01:00,85,0.4463113678130743,TF1,Reportages découverte,Les PME des religieuses,,"En France, plus de 200 abbayes fabriquent et vendent des produits alimentaires, artisanaux ou cosmétiques. A une époque où les dons se font rares, c'est souvent l'unique source de revenus des communautés religieuses. Les soeurs font particulièrement preuve d'imagination pour doper leurs ventes.",magazine de reportages,magazine
2023-01-08 16:10:00+01:00,2023-01-08 17:15:00+01:00,2023-01-08 00:00:00+01:00,65,0.3412969283276451,TF1,Les Docs du week-end,Interventions musclées pour la BAC de Lille,,"Le dimanche, l'émission est présentée par Tatiana Silva et décryptera notre société et ses nouvelles tendances à travers des reportages et des enquêtes sur la sécurité, la consommation ou encore l'actualité !",magazine de société,magazine
2023-01-08 17:15:00+01:00,2023-01-08 18:20:00+01:00,2023-01-08 00:00:00+01:00,65,0.3412969283276451,TF1,Sept à huit Life,,,Sept à Huit Life privilégie la proximité et traite des sujets au plus près de la vie quotidienne des Français.,magazine de société,magazine
2023-01-08 18:20:00+01:00,2023-01-08 19:50:00+01:00,2023-01-08 00:00:00+01:00,90,0.4725649776844316,TF1,Sept à huit,,,23ème saison pour Sept à Huit présenté par Harry Roselmack qui continuera bien sûr à couvrir les temps forts de l'actualité.,magazine de société,magazine
2023-01-08 19:50:00+01:00,2023-01-08 19:55:00+01:00,2023-01-08 00:00:00+01:00,5,0.026253609871357313,TF1,La grande odyssée,,,,sport : course de chiens de traîneau,
2023-01-08 19:55:00+01:00,2023-01-08 20:00:00+01:00,2023-01-08 00:00:00+01:00,5,0.026253609871357313,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-01-08 20:00:00+01:00,2023-01-08 20:40:00+01:00,2023-01-08 00:00:00+01:00,40,0.2100288789708585,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-01-08 20:40:00+01:00,2023-01-08 20:45:00+01:00,2023-01-08 00:00:00+01:00,5,0.026253609871357313,TF1,"TF1, rendez-vous sport",,,Programme court et quotidien qui revient en images sur les moments forts de l'actualité sportive.,magazine sportif,sport
2023-01-08 20:45:00+01:00,2023-01-08 20:55:00+01:00,2023-01-08 00:00:00+01:00,10,0.05250721974271463,TF1,Le goût du détail,Choux,,,magazine d'information,magazine
2023-01-08 20:55:00+01:00,2023-01-08 21:10:00+01:00,2023-01-08 00:00:00+01:00,15,0.07876082961407194,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-01-08 21:10:00+01:00,2023-01-08 23:15:00+01:00,2023-01-08 00:00:00+01:00,125,0.6563402467839328,TF1,Geostorm,,2017,"La Terre était menacée par plusieurs catastrophes naturelles de très grande envergure. Les dirigeants des grandes puissances ont décidé de coopérer pour mettre en place un réseau complexe de satellites destiné à contrôler le climat et à protéger les populations. Mais le dispositif, dont la principale fonction est de lancer des missiles pour créer des tempêtes, s'enraye. Les répercussions sont néfastes. Il faut désormais découvrir la faille du système avant qu'une tempête mondiale – un ""geostorm"" – n'emporte tout sur son passage. Jake, scientifique dans une base spatiale, est chargé de réparer le système alors qu'un complot visant à assassiner le président se fait jour...",film catastrophe,divertissement
2023-01-08 23:15:00+01:00,2023-01-09 00:00:00+01:00,2023-01-08 00:00:00+01:00,45,0.2362824888422158,TF1,Esprits criminels,La vie éternelle,2015,"Saison:11 - Episode:10 - Garcia est toujours assignée à résidence au bureau. Rossi lui tient compagnie et tente de la distraire en jouant au poker. Parallèlement, l'équipe est appelée à Jacksonville, en Floride : un couple venu pêcher les grenouilles a découvert les corps d'un jeune femme et d'un vieil homme dans un marais. Détail particulièrement macabre : le corps de la femme a été vidé de son sang et placé dans celui du vieillard. Au vu du mode opératoire, Hotch et ses collègues pensent que le tueur se livre à des expériences médicales sur ses victimes...",série policière,divertissement
2023-01-08 00:00:00+01:00,2023-01-08 02:00:00+01:00,2023-01-08 00:00:00+01:00,120,0.6309148264984227,France 2,Quelle époque !,,,"Léa Salamé présente un talk-show drôle et festif, à la fois magazine de société et divertissement, dont l'objectif est de raconter et interroger l'époque. ""Quelle époque !"" est conçu comme un lieu de débats entre les personnalités qui marquent l'actualité culturelle, sociétale, politique ou médiatique, dans la vie réelle comme sur les réseaux sociaux.",talk-show,magazine
2023-01-08 02:00:00+01:00,2023-01-08 02:29:00+01:00,2023-01-08 00:00:00+01:00,29,0.15247108307045215,France 2,Bivouac,,,,sport : rallye-raid,
2023-01-08 02:29:00+01:00,2023-01-08 02:30:00+01:00,2023-01-08 00:00:00+01:00,1,0.005257623554153523,France 2,Météo 2,,,"Le point, plusieurs fois par jour, sur l'évolution de la météo, grâce à des cartes et des explications.",météo,méteo
2023-01-08 02:30:00+01:00,2023-01-08 03:15:00+01:00,2023-01-08 00:00:00+01:00,45,0.23659305993690852,France 2,Les enfants de la télé,,,"Au programme de ce moment convivial d'humeur et d'humour, un savant mélange de séquences cultes, de fous rires, d'images drôles et émouvantes. L'occasion de revoir avec plaisir les images qui ont fait les belles heures de la télévision.",divertissement,divertissement
2023-01-08 03:15:00+01:00,2023-01-08 03:35:00+01:00,2023-01-08 00:00:00+01:00,20,0.10515247108307045,France 2,"Les Enfants de la télé, la suite",,,"Après le rendez-vous de 18h, de nouveaux invités prennent place sur le plateau. Pour les surprendre et parfois même les embarrasser, Laurent Ruquier a mis la main sur des images qui évoquent leur biographie télévisuelle. Gare aux casseroles !",divertissement,divertissement
2023-01-08 03:35:00+01:00,2023-01-08 04:25:00+01:00,2023-01-08 00:00:00+01:00,50,0.2628811777076761,France 2,"Affaire conclue, tout le monde a quelque chose à vendre",,,"Parce que les maisons sont remplies de babioles insolites qui ne demandent qu'à trouver acquéreurs, Sophie Davant accompagne les propriétaires d'objets tout au long des étapes susceptibles de les mener à la vente.",magazine de l'art de vivre,magazine
2023-01-08 04:25:00+01:00,2023-01-08 04:30:00+01:00,2023-01-08 00:00:00+01:00,5,0.026288117770767613,France 2,Pays et marchés du monde,Moorea,,"D'étal en étal, l'île du Pacifique Sud livre ses recettes gastronomiques et les ingrédients qui sont au coeur de son identité culinaire.",documentaire découvertes,documentaire
2023-01-08 04:30:00+01:00,2023-01-08 05:30:00+01:00,2023-01-08 00:00:00+01:00,60,0.31545741324921134,France 2,Tout le monde veut prendre sa place,,,"Un quiz, six candidats et, bien calé dans son fauteuil, un champion que tous rêvent de déloger. Chaque jour, un seul pourra se mesurer à lui et espérer devenir le nouveau champion en titre.",divertissement : jeu,divertissement
