start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-06-11 06:30:00+02:00,2023-06-11 10:05:00+02:00,2023-06-11 00:00:00+02:00,215,1.1330698287220027,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-06-11 10:05:00+02:00,2023-06-11 11:00:00+02:00,2023-06-11 00:00:00+02:00,55,0.2898550724637681,TF1,Automoto,,,,sports mécaniques,sport
2023-06-11 11:00:00+02:00,2023-06-11 11:50:00+02:00,2023-06-11 00:00:00+02:00,50,0.2635046113306983,TF1,Téléfoot,,,,sport : football,sport
2023-06-11 11:50:00+02:00,2023-06-11 12:50:00+02:00,2023-06-11 00:00:00+02:00,60,0.31620553359683795,TF1,Les douze coups de midi,,,,divertissement : jeu,divertissement
2023-06-11 12:50:00+02:00,2023-06-11 12:55:00+02:00,2023-06-11 00:00:00+02:00,5,0.026350461133069828,TF1,Petits plats en équilibre,Nuggets de poulet de Michel Oliver,,"Retrouvez l'émission ""Petits plats en équilibre"", diffusée le 13 mai 2023.",magazine de la gastronomie,divertissement
2023-06-11 12:55:00+02:00,2023-06-11 13:00:00+02:00,2023-06-11 00:00:00+02:00,5,0.026350461133069828,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-06-11 13:00:00+02:00,2023-06-11 13:40:00+02:00,2023-06-11 00:00:00+02:00,40,0.21080368906455862,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-06-11 13:40:00+02:00,2023-06-11 14:50:00+02:00,2023-06-11 00:00:00+02:00,70,0.3689064558629776,TF1,Grands reportages,Immersion dans une prison de haute sécurité,,"Pour la première fois, une équipe de télévision a pu filmer le quotidien de la prison la plus sécurisée de France, la maison centrale de Vendin-Le-Vieil, près de Lens. Filin anti-hélicoptères, 400 caméras infrarouges, trois murs d'enceinte de douze mètres : elle abrite 112 détenus, dont les plus dangereux de France et Redoine Faïd, roi de l'évasion. Objectif : les remettre dans le droit chemin.",magazine de reportages,magazine
2023-06-11 14:50:00+02:00,2023-06-11 16:10:00+02:00,2023-06-11 00:00:00+02:00,80,0.42160737812911725,TF1,Grands reportages,Justice Express,,"Ces dernières années, la justice a dû faire face à une avalanche de dossiers. Affaires familiales, délits routiers, violences, trafics. Plus question pour les tribunaux d'ouvrir à chaque fois une instruction et d'y passer des mois, voire des années. La justice s'est donc adaptée avec diverses solutions.",magazine de reportages,magazine
2023-06-11 16:10:00+02:00,2023-06-11 17:15:00+02:00,2023-06-11 00:00:00+02:00,65,0.3425559947299078,TF1,Les Docs du week-end,Les motards de la police à plein régime,,"Face à la recrudescence des incivilités au volant, les membres de la brigade motocycliste de la Police nationale multiplient les actions pour tenter de dissuader les conducteurs d'enfreindre les règles. Téléphone au volant, manœuvres dangereuses, excès de vitesse, les agents sont formés pour traquer toutes les infractions...",magazine de société,magazine
