start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-08-06 01:30:00+02:00,2023-08-06 06:15:00+02:00,2023-08-06 00:00:00+02:00,285,1.4972419227738376,TF1,Programmes de la nuit,,,Retrouvez tous vos programmes de nuit.,programme indéterminé,autre
2023-08-06 06:15:00+02:00,2023-08-06 09:45:00+02:00,2023-08-06 00:00:00+02:00,210,1.103230890464933,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-08-06 09:45:00+02:00,2023-08-06 10:40:00+02:00,2023-08-06 00:00:00+02:00,55,0.28894142369319675,TF1,Automoto,,,,sports mécaniques,sport
2023-08-06 10:40:00+02:00,2023-08-06 11:50:00+02:00,2023-08-06 00:00:00+02:00,70,0.3677436301549777,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-08-06 11:50:00+02:00,2023-08-06 12:50:00+02:00,2023-08-06 00:00:00+02:00,60,0.31520882584712373,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-08-06 12:50:00+02:00,2023-08-06 12:55:00+02:00,2023-08-06 00:00:00+02:00,5,0.026267402153926978,TF1,Petits plats en équilibre,,,,magazine de la gastronomie,divertissement
2023-08-06 12:55:00+02:00,2023-08-06 13:00:00+02:00,2023-08-06 00:00:00+02:00,5,0.026267402153926978,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-08-06 13:00:00+02:00,2023-08-06 13:40:00+02:00,2023-08-06 00:00:00+02:00,40,0.21013921723141582,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-08-06 13:40:00+02:00,2023-08-06 14:50:00+02:00,2023-08-06 00:00:00+02:00,70,0.3677436301549777,TF1,Grands reportages,Au voleur !,,,magazine de reportages,magazine
2023-08-06 14:50:00+02:00,2023-08-06 16:10:00+02:00,2023-08-06 00:00:00+02:00,80,0.42027843446283164,TF1,Grands reportages,Le quotidien d'un commissariat,,"Pour certaines affaires, l'accueil et la prise en charge des victimes dans un commissariat de police sont déterminants. A Boulogne-sur-Mer, aux côtés des policiers, travaillent aussi d'autres professionnels, aux métiers moins connus. Leur rôle : accompagner et rassurer les victimes jour et nuit. Un rôle social très loin de l'image répressive de la police.",magazine de reportages,magazine
