start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-05-14 01:05:00+02:00,2023-05-14 06:30:00+02:00,2023-05-14 00:00:00+02:00,325,1.7412268952585053,TF1,Programmes de la nuit,,,Retrouvez tous vos programmes de nuit.,programme indéterminé,autre
2023-05-14 06:30:00+02:00,2023-05-14 10:05:00+02:00,2023-05-14 00:00:00+02:00,215,1.1518885614787036,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-05-14 10:05:00+02:00,2023-05-14 11:00:00+02:00,2023-05-14 00:00:00+02:00,55,0.29466916688990086,TF1,Automoto,,,,sports mécaniques,sport
2023-05-14 11:00:00+02:00,2023-05-14 11:50:00+02:00,2023-05-14 00:00:00+02:00,50,0.2678810608090008,TF1,Téléfoot,Téléfoot 19,,,sport : football,sport
2023-05-14 11:50:00+02:00,2023-05-14 12:50:00+02:00,2023-05-14 00:00:00+02:00,60,0.32145727297080096,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-05-14 12:50:00+02:00,2023-05-14 12:55:00+02:00,2023-05-14 00:00:00+02:00,5,0.02678810608090008,TF1,Petits plats en équilibre,,,"Chaque jour, Laurent Mariotte propose des recettes simples et savoureuses pour profiter des ingrédients de saison, en donnant la part belle aux produits locaux.",magazine de la gastronomie,divertissement
2023-05-14 12:55:00+02:00,2023-05-14 13:00:00+02:00,2023-05-14 00:00:00+02:00,5,0.02678810608090008,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-05-14 13:00:00+02:00,2023-05-14 13:40:00+02:00,2023-05-14 00:00:00+02:00,40,0.21430484864720065,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-05-14 13:40:00+02:00,2023-05-14 14:50:00+02:00,2023-05-14 00:00:00+02:00,70,0.37503348513260115,TF1,Grands reportages,De la French Connection à aujourd'hui : 50 ans de lutte contre le trafic de drogue à Marseille,,"Depuis plus de cinquante ans, Marseille est considérée comme la ""capitale"" française de la drogue. Au lendemain de la Seconde Guerre mondiale, des parrains, corses ou italiens, y ont développé le narcotrafic en créant la célèbre ""French connection"". La cité phocéenne reste toujours gangrénée par ce commerce.",magazine de reportages,magazine
2023-05-14 14:50:00+02:00,2023-05-14 16:10:00+02:00,2023-05-14 00:00:00+02:00,80,0.4286096972944013,TF1,Grands reportages,De la French Connection à aujourd'hui : 50 ans de lutte contre le trafic de drogue à Marseille,,"Pendant près d'un an, une équipe de ""Grands reportages"" a enquêté sur les raisons, les causes et les effets de ces trafics de drogues. Comment le marché s'est-il réorganisé après que les parrains ont perdu la main ? Qui gère ? Comment s'organisent les près de 130 points de vente ?",magazine de reportages,magazine
2023-05-14 16:10:00+02:00,2023-05-14 17:15:00+02:00,2023-05-14 00:00:00+02:00,65,0.34824537905170105,TF1,Les Docs du week-end,Orléans : les gendarmes font la guerre aux délinquants,,"Le dimanche, l'émission sera présentée par Tatiana Silva et décryptera notre société et ses nouvelles tendances à travers des reportages et des enquêtes sur la sécurité, la consommation ou encore l'actualité ! Cette semaine, le thème est : ""Orléans : les gendarmes font la guerre aux délinquants"".",magazine de société,magazine
2023-05-14 17:15:00+02:00,2023-05-14 18:20:00+02:00,2023-05-14 00:00:00+02:00,65,0.34824537905170105,TF1,Sept à huit Life,,,Sept à Huit Life privilégie la proximité et traite des sujets au plus près de la vie quotidienne des Français.,magazine de société,magazine
2023-05-14 18:20:00+02:00,2023-05-14 19:50:00+02:00,2023-05-14 00:00:00+02:00,90,0.48218590945620143,TF1,Sept à huit,,,23ème saison pour Sept à Huit présenté par Harry Roselmack qui continuera bien sûr à couvrir les temps forts de l'actualité.,magazine de société,magazine
2023-05-14 19:50:00+02:00,2023-05-14 19:53:00+02:00,2023-05-14 00:00:00+02:00,3,0.016072863648540048,TF1,Agissons pour demain,,,,magazine d'actualité,divertissement
2023-05-14 19:53:00+02:00,2023-05-14 19:55:00+02:00,2023-05-14 00:00:00+02:00,2,0.010715242432360031,TF1,Les nouveaux modèles,,,,magazine d'actualité,divertissement
2023-05-14 19:55:00+02:00,2023-05-14 20:00:00+02:00,2023-05-14 00:00:00+02:00,5,0.02678810608090008,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-05-14 20:00:00+02:00,2023-05-14 20:40:00+02:00,2023-05-14 00:00:00+02:00,40,0.21430484864720065,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-05-14 20:40:00+02:00,2023-05-14 20:50:00+02:00,2023-05-14 00:00:00+02:00,10,0.05357621216180016,TF1,"TF1, rendez-vous sport",,,Programme court et quotidien qui revient en images sur les moments forts de l'actualité sportive.,magazine sportif,sport
2023-05-14 20:50:00+02:00,2023-05-14 20:55:00+02:00,2023-05-14 00:00:00+02:00,5,0.02678810608090008,TF1,Le goût du détail,Pomme de terre,,"Ils sont pêcheurs, éleveurs, maraîchers, confiseurs, fromagers : leur point commun ? Ils ont le goût du détail, ce tour de main, ce regard avisé, cette expertise ancienne retrouvée qui fait toute la différence. Chaque semaine, ces artisans du goût délivrent le secret de leur savoir-faire.",magazine culinaire,magazine
2023-05-14 20:55:00+02:00,2023-05-14 21:00:00+02:00,2023-05-14 00:00:00+02:00,5,0.02678810608090008,TF1,Petits plats en équilibre,,,"Chaque jour, Laurent Mariotte propose des recettes simples et savoureuses pour profiter des ingrédients de saison, en donnant la part belle aux produits locaux.",magazine de la gastronomie,divertissement
2023-05-14 21:00:00+02:00,2023-05-14 21:10:00+02:00,2023-05-14 00:00:00+02:00,10,0.05357621216180016,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-05-14 21:10:00+02:00,2023-05-14 23:10:00+02:00,2023-05-14 00:00:00+02:00,120,0.6429145459416019,TF1,Un plan parfait,,2012,"Jeune femme brillante et épanouie, Isabelle partage sa vie avec Pierre et envisage bien de finir ses jours à ses côtés. Pourtant, quand il la demande en mariage, Isabelle hésite. Elle se rappelle la malédiction qui plane sur sa famille et fait que chaque premier mariage se termine invariablement par un divorce. Pour ne pas compromettre son avenir avec Pierre, Isabelle échafaude un plan : elle épousera un homme, choisi au hasard, puis divorcera dès que possible. Le sort désigne Jean-Yves, rédacteur pour un guide touristique. Isabelle le séduit, devient sa femme, puis se retrouve embarquée avec lui à travers le monde. Comment s'en débarrasser ?...",film : comédie sentimentale,divertissement
2023-05-14 23:10:00+02:00,2023-05-14 23:55:00+02:00,2023-05-14 00:00:00+02:00,45,0.24109295472810072,TF1,Esprits criminels,Mère Nature,2013,"Saison:8 - Episode:5 - Quatre hommes de La Grande, en Oregon, disparaissent mystérieusement. Terry Rodgers, la dernière victime, ne correspond pas exactement au profil établi pour les trois premières : des pères de famille aisés, résidant à La Grande depuis très longtemps. Célibataire, Rodgers venait de s'établir dans la ville et vivait en marge de la société. Contrairement aux autres disparus, sa voiture a été retrouvée, avec des traces de pneus d'un autre véhicule juste à côté. Sur les lieux, les enquêteurs trouvent également des vomissures, ce qui permet de déterminer que Rodgers a été drogué avant son enlèvement...",série policière,divertissement
2023-05-14 23:55:00+02:00,2023-05-15 00:45:00+02:00,2023-05-14 00:00:00+02:00,50,0.2678810608090008,TF1,Esprits criminels,Anges déchus,,"Saison:9 - Episode:23 - L'équipe de Rossi est envoyée au Texas pour enquêter sur les meurtres de prostituées. Il semble que le ou les tueurs aient des mobiles religieux pour commettre leurs assassinats. Les investigations risquent de se révéler particulièrement dangereuses : les curieux ne sont guère appréciés dans la région. La dernière victime en date est Abigail Jones, abattue d'une balle dans la nuque. Mais avant d'être tuée la malheureuse a été torturée. Son dos fait état de nombreuses lacérations en forme de quadrillage. Ce modus operandi rappelle aux enquêteurs celui de l'assassinat d'Hannah Kelly, une autre prostituée tuée six mois plus tôt dans un comté tout proche...",série policière,divertissement
2023-05-14 01:15:00+02:00,2023-05-14 02:55:00+02:00,2023-05-14 00:00:00+02:00,100,0.5275652862041678,France 2,Soolking au Zénith,,,"A la croisée de quasiment tous les styles musicaux, Soolking, natif d'Alger, est devenu une machine à succès tout en gardant son identité et ses valeurs. Artiste fédérateur incontournable du paysage musical français, il est à ce jour l'un des artistes francophones les plus écoutés dans le monde. Son dernier album ""Sans visa"" a été certifié disque de platine en seulement quelques mois. Ses messages et son état d'esprit, que l'on retrouve au fil de ses chansons et de ses concerts, est capable d'unir un public d'horizon très divers. C'est cette communion avec le public que ce concert, capté au Zénith de Paris, vient immortaliser. Pour son tout premier passage dans cette salle incontournable, Soolking a préparé une vraie fête pour son public, avec ses tubes et de belles surprises comme des duos avec Kendji Girac, Lynda ou L'Algérino.",musique : rap,
2023-05-14 02:55:00+02:00,2023-05-14 03:00:00+02:00,2023-05-14 00:00:00+02:00,5,0.02637826431020839,France 2,Météo 2,,,"Le point, plusieurs fois par jour, sur l'évolution de la météo, grâce à des cartes et des explications.",météo,méteo
