start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-08-13 00:50:00+02:00,2023-08-13 02:45:00+02:00,2023-08-13 00:00:00+02:00,115,0.604308985811876,TF1,Que sont-ils devenus ?,Stars d'un tube : que sont-elles devenues ?,,"Cindy Sander, Indra, Marjorie des L5, Phylly d'Organiz ou encore Francky Vincent ont connu un succès fulgurant. Du jour au lendemain, leur vie a basculé. Le temps d'un tube, ils ont connu la gloire avant de quitter les projecteurs. Vingt plus tard, ils ont accepté de raconter leur incroyable parcours.",magazine du show-biz,magazine
2023-08-13 02:45:00+02:00,2023-08-13 06:15:00+02:00,2023-08-13 00:00:00+02:00,210,1.1035207566999474,TF1,Programmes de la nuit,,,Retrouvez tous vos programmes de nuit.,programme indéterminé,autre
2023-08-13 06:15:00+02:00,2023-08-13 09:45:00+02:00,2023-08-13 00:00:00+02:00,210,1.1035207566999474,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-08-13 09:45:00+02:00,2023-08-13 10:40:00+02:00,2023-08-13 00:00:00+02:00,55,0.28901734104046245,TF1,Automoto,,,,sports mécaniques,sport
2023-08-13 10:40:00+02:00,2023-08-13 11:50:00+02:00,2023-08-13 00:00:00+02:00,70,0.3678402522333158,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-08-13 11:50:00+02:00,2023-08-13 12:50:00+02:00,2023-08-13 00:00:00+02:00,60,0.3152916447714136,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-08-13 12:50:00+02:00,2023-08-13 12:55:00+02:00,2023-08-13 00:00:00+02:00,5,0.02627430373095113,TF1,Petits plats en équilibre,,,,magazine de la gastronomie,divertissement
2023-08-13 12:55:00+02:00,2023-08-13 13:00:00+02:00,2023-08-13 00:00:00+02:00,5,0.02627430373095113,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-08-13 13:00:00+02:00,2023-08-13 13:40:00+02:00,2023-08-13 00:00:00+02:00,40,0.21019442984760903,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-08-13 13:40:00+02:00,2023-08-13 14:50:00+02:00,2023-08-13 00:00:00+02:00,70,0.3678402522333158,TF1,Reportages découverte,"Délits routiers, quand passe la justice",,"Au tribunal de Nîmes, les délits routiers représentent plus de la moitié des dossiers traités. Parmi eux, il y a les conducteurs qui, un jour, commettent une grosse infraction. Et puis il y a les autres, les multi-récidivistes. En France, la route tue 3500 personnes, chaque année.",magazine de reportages,magazine
