start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-07-02 01:40:00+02:00,2023-07-02 06:15:00+02:00,2023-07-02 00:00:00+02:00,275,1.455796717840127,TF1,Programmes de la nuit,,,Retrouvez tous vos programmes de nuit.,programme indéterminé,autre
2023-07-02 06:15:00+02:00,2023-07-02 09:45:00+02:00,2023-07-02 00:00:00+02:00,210,1.1116993118051879,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-07-02 09:45:00+02:00,2023-07-02 10:40:00+02:00,2023-07-02 00:00:00+02:00,55,0.2911593435680254,TF1,Automoto,,,,sports mécaniques,sport
2023-07-02 10:40:00+02:00,2023-07-02 11:45:00+02:00,2023-07-02 00:00:00+02:00,65,0.3440974060349391,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-07-02 11:45:00+02:00,2023-07-02 12:50:00+02:00,2023-07-02 00:00:00+02:00,65,0.3440974060349391,TF1,Les douze coups de midi,,,"Qui sera le calife à la place du calife ? Chaque jour, à midi tapante, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale.",divertissement : jeu,divertissement
2023-07-02 12:50:00+02:00,2023-07-02 12:55:00+02:00,2023-07-02 00:00:00+02:00,5,0.026469031233456855,TF1,Petits plats en équilibre,,,"Chaque jour, Laurent Mariotte propose des recettes simples et savoureuses pour profiter des ingrédients de saison, en donnant la part belle aux produits locaux.",magazine de la gastronomie,divertissement
2023-07-02 12:55:00+02:00,2023-07-02 13:00:00+02:00,2023-07-02 00:00:00+02:00,5,0.026469031233456855,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-07-02 13:00:00+02:00,2023-07-02 13:40:00+02:00,2023-07-02 00:00:00+02:00,40,0.21175224986765484,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-07-02 13:40:00+02:00,2023-07-02 14:50:00+02:00,2023-07-02 00:00:00+02:00,70,0.370566437268396,TF1,Grands reportages,Au secours ! Ma maison s'écroule...,,"Une maison, c'est un patrimoine, mais c'est aussi pour beaucoup un refuge plein de souvenirs et d'émotions. Alors quand elle risque de s'effondrer, c'est toute une vie qui bascule. Cibles de phénomènes naturels ou victimes de malfaçons, en France, plusieurs millions d'habitations sont menacées.",magazine de reportages,magazine
2023-07-02 14:50:00+02:00,2023-07-02 16:10:00+02:00,2023-07-02 00:00:00+02:00,80,0.4235044997353097,TF1,Grands reportages,Dur dur d'être un expert,,"Lorsqu'un expert vient toquer à votre porte, ce n'est jamais bon signe. La raison de sa présence est invariablement la même : une catastrophe. Inondations dans la Vésubie, séisme en Ardèche, mais aussi incendies en région parisienne, des affaires suivies par plusieurs experts aux objectifs bien différents.",magazine de reportages,magazine
