start,stop,day,length_minutes,%_of_channel,channel_name,title,subtitle,date,desc_text,category_text,macro_category
2023-11-05 01:05:00+01:00,2023-11-05 01:35:00+01:00,2023-11-05 00:00:00+01:00,30,0.15760441292356187,TF1,Star Academy,Le live,,"Lieu emblématique de l'aventure Star Ac', c'est au château de Dammarie-les-Lys, situé au sud de Paris, que les élèves vivent et suivent une formation dans laquelle rigueur et discipline permettent à chacun d'entre eux de développer leur sens artistique. Au château, les cours sont dispensés par les meilleurs professeurs de chant, de danse et d'expression scénique.",téléréalité,divertissement
2023-11-05 01:35:00+01:00,2023-11-05 06:30:00+01:00,2023-11-05 00:00:00+01:00,295,1.5497767270816916,TF1,Programmes de la nuit,,,Retrouvez tous vos programmes de nuit.,programme indéterminé,autre
2023-11-05 06:30:00+01:00,2023-11-05 09:55:00+01:00,2023-11-05 00:00:00+01:00,205,1.076963488311006,TF1,TFou,,,Une émission jeunesse qui propose les meilleures séries de dessins animés du moment.,magazine jeunesse,jeunesse
2023-11-05 09:55:00+01:00,2023-11-05 11:00:00+01:00,2023-11-05 00:00:00+01:00,65,0.3414762280010507,TF1,Automoto,,,,sports mécaniques,sport
2023-11-05 11:00:00+01:00,2023-11-05 11:50:00+01:00,2023-11-05 00:00:00+01:00,50,0.2626740215392698,TF1,Téléfoot,,,,sport : football,sport
2023-11-05 11:50:00+01:00,2023-11-05 12:50:00+01:00,2023-11-05 00:00:00+01:00,60,0.31520882584712373,TF1,Les douze coups de midi,,,"Chaque jour, quatre candidats s'affrontent pour empocher les 30 000 euros de la cagnotte et décrocher l'étoile mystérieuse et ses cadeaux. Seule condition, bien répondre aux questions de culture générale posées par Jean-Luc Reichmann.",divertissement : jeu,divertissement
2023-11-05 12:50:00+01:00,2023-11-05 12:55:00+01:00,2023-11-05 00:00:00+01:00,5,0.026267402153926978,TF1,Petits plats en équilibre,,,"Chaque jour, Laurent Mariotte propose des recettes simples et savoureuses pour profiter des ingrédients de saison, en donnant la part belle aux produits locaux.",magazine de la gastronomie,divertissement
2023-11-05 12:55:00+01:00,2023-11-05 13:00:00+01:00,2023-11-05 00:00:00+01:00,5,0.026267402153926978,TF1,Météo,,,Prévisions météorologiques en France par le service de TF1.,météo,méteo
2023-11-05 13:00:00+01:00,2023-11-05 13:40:00+01:00,2023-11-05 00:00:00+01:00,40,0.21013921723141582,TF1,Journal,,,Journal télévisé de TF1 qui revient sur les faits marquants et les événements essentiels qui ont fait de cette journée une journée différente de toutes les autres.,journal,journal
2023-11-05 13:40:00+01:00,2023-11-05 14:50:00+01:00,2023-11-05 00:00:00+01:00,70,0.3677436301549777,TF1,Grands reportages,Pros ou amateurs : des bêtes à concours,,"Les concours : il y en a pour tous les goûts, toutes les disciplines, tous les âges. Les Français aiment se mesurer aux meilleurs à travers des compétitions.",magazine de reportages,magazine
